date,sentiment_score
2026-01-16T13:38:37Z,-0.5267
2026-01-19T05:16:16Z,-0.9042
2026-01-19T07:29:32Z,0.5994
2026-01-19T07:37:39Z,0.0
2026-01-19T08:28:21Z,0.0
2026-01-19T10:54:43Z,0.3818
2026-01-19T18:41:18Z,0.5106
2026-01-19T23:30:58Z,0.4019
2026-01-20T05:58:50Z,0.5719
2026-01-20T11:13:35Z,0.4534
