Date,Close,High,Low,Open,Volume,MA_20,MA_50,RSI_14,MACD,MACD_Signal,BB_Middle,BB_Upper,BB_Lower
2015-03-16,997.3784790039062,1015.9457442896888,993.3691721943622,1006.2922944563132,1556296,1032.6019348144532,998.4985388183594,33.79951044029745,4.51683316004096,11.578624497482052,1032.6019348144532,1078.8172916160938,986.3865780128125
2015-03-17,1005.708251953125,1014.6610290681418,995.6072028667176,1005.2411695448336,1267318,1033.4767669677735,998.8351013183594,35.85688449075127,2.774403216928249,9.817780241371292,1033.4767669677735,1076.7209785947514,990.2325553407956
2015-03-18,996.2302856445312,1011.839204705178,993.252456380637,1008.5305688777728,1255170,1032.9814514160157,998.7187255859375,36.557334242828496,0.6215573369729555,7.978535660491625,1032.9814514160157,1077.7444588076917,988.2184440243396
2015-03-19,1010.5940551757812,1014.330907027688,999.6366651084254,1002.7117134839912,2448964,1032.2146270751953,999.1941906738281,43.17308318097129,0.07359921885165477,6.397548372163632,1032.2146270751953,1077.9999895749704,986.42926457542
2015-03-20,1016.3154296875,1019.059669729657,1003.820522841815,1010.4961430932732,1963908,1030.850289916992,1000.5116955566406,44.28489538149979,0.09985450936244433,5.138009599603395,1030.850289916992,1076.8326714457316,984.8679083882527
2015-03-23,1018.728759765625,1024.1199270026827,1014.3886468145158,1018.2811588897824,1566608,1029.7136688232422,1002.1020043945313,44.179441514243024,0.31180331004782147,4.17276834169228,1029.7136688232422,1075.7155097986088,983.7118278478755
2015-03-24,1008.6671752929688,1026.4559453276886,1005.0860814070774,1023.7311855183242,2394878,1027.6633056640626,1003.2882958984375,24.91170540723715,-0.3283267705394337,3.272549319245938,1027.6633056640626,1073.574541086137,981.7520702419881
2015-03-25,1001.8356323242188,1017.5029986966518,990.7224876051854,1008.7058804349564,2224858,1025.1137237548828,1003.8057531738282,25.78375859349137,-1.3710779620047333,2.3438238629958037,1025.1137237548828,1070.803947356576,979.4235001531898
2015-03-26,978.2276611328124,1006.8765050970673,973.5176815180764,993.8755472831458,3091642,1022.0172271728516,1003.8712487792968,25.003356229803856,-4.055680409766296,1.0639230084433837,1022.0172271728516,1071.6395960298883,972.3948583158149
2015-03-27,978.8892211914062,1001.1154141502062,974.7242511476431,985.1950734572216,2751776,1019.2603454589844,1004.0416528320312,29.297255609457224,-6.060008813910827,-0.36086335602745834,1019.2603454589844,1072.0959163610873,966.4247745568814
2015-03-30,998.098388671875,1000.3365829871208,980.9129868554528,982.8592427817532,1339006,1017.3490905761719,1004.4093908691407,39.211424702352524,-6.028936410580286,-1.4944779669380241,1017.3490905761719,1070.3509934393628,964.3471877129809
2015-03-31,994.1282348632812,1000.1616293835264,981.3024248734272,1000.1616293835264,2427028,1015.1021270751953,1004.5644677734375,42.22116377725106,-6.25259353332217,-2.4461010802148535,1015.1021270751953,1068.0375392188046,962.1667149315861
2015-04-01,989.7297973632812,997.8846882675496,981.7891087162524,995.704842936336,2075758,1010.560546875,1004.6855749511719,38.66114044620893,-6.707441352754358,-3.298369134722755,1010.560546875,1054.705211783017,966.4158819669831
2015-04-06,991.5400390625,997.6123034474388,973.1673933075408,995.7050097371596,1568542,1006.693359375,1005.0072119140625,44.25131214290267,-6.8429587811156125,-4.007287064001327,1006.693359375,1041.989536875585,971.3971818744152
2015-04-07,1006.2144165039062,1011.6639336532504,990.2551162808268,997.4367823748051,1886922,1004.5242462158203,1005.7043115234375,53.51941747572815,-5.700545360361957,-4.345938723273453,1004.5242462158203,1033.4818527929715,975.5666396386692
2015-04-08,1028.16796875,1034.0456992372983,1008.4913987765782,1009.7175019091106,1652134,1004.4191314697266,1006.7367578125,58.07003415915322,-2.9892481095375842,-4.07460060052628,1004.4191314697266,1032.995995011465,975.8422679279881
2015-04-09,1037.1796875,1046.0935052633845,1025.7356409689432,1035.0193235347233,2544450,1004.8443939208985,1007.9513830566407,64.76305485642814,-0.11206331918197066,-3.2820931442574177,1004.8443939208985,1035.1423650786621,974.5464227631348
2015-04-10,1032.975830078125,1039.6125849876323,1022.9526072332784,1030.932260371894,1815544,1005.7630462646484,1009.1592333984376,58.70690568078801,1.8080679139007998,-2.2640609326257746,1005.7630462646484,1038.3356101590973,973.1904823701996
2015-04-13,1033.6566162109375,1037.3545028063072,1022.952207645394,1036.965251585742,1308642,1006.472445678711,1010.3538464355469,57.02138953911364,3.3461471992594625,-1.1420193062487272,1006.472445678711,1040.8687733242555,972.0761180331666
2015-04-15,1022.8551635742188,1056.3891270234508,1015.71236378741,1033.3454677181537,2913934,1007.3560546875,1011.0401013183593,51.564496638300376,3.65140799939752,-0.1833338451194777,1007.3560546875,1042.5124732036313,972.1996361713686
2015-04-16,1005.3579711914062,1022.5628544176852,1000.9010641669464,1022.5433728521932,3217570,1007.755029296875,1011.3371008300782,48.812304818250965,2.4531735302284687,0.3439676299501116,1007.755029296875,1042.6145430780768,972.8955155156732
2015-04-17,963.3386840820312,996.483396544101,961.4507771343474,995.3546057092782,9668742,1005.6365509033203,1011.2810461425781,38.96934037168191,-1.8655364760534212,-0.09793319125059496,1005.6365509033203,1045.7705251991938,965.5025766074468
2015-04-20,945.4136962890624,966.8613886185842,943.876172465574,965.3628279428568,2890722,1003.0957214355469,1010.6162158203125,40.281189373128555,-6.657795063023286,-1.4099055656051331,1003.0957214355469,1051.3498591796965,954.8415836913973
2015-04-21,944.7320556640624,954.4438531899126,934.5920438454242,945.413245200393,2546032,999.802621459961,1009.5948181152344,39.88456462114584,-10.390917195970928,-3.2061078916782924,999.802621459961,1054.4659853467074,945.1392575732145
2015-04-22,951.758056640625,962.618126075248,937.1416564639312,946.4642028111468,4186812,996.5747528076172,1009.0560949707032,35.209306892271314,-12.636834262731554,-5.092253165888945,996.5747528076172,1054.6502401116513,938.499265503583
2015-04-23,956.4879150390624,965.2655523114778,946.5425236736096,962.2293726631652,4342990,993.4627105712891,1008.3153564453125,38.04411760714459,-13.875135747495165,-6.848829682210189,993.4627105712891,1053.1867760231708,933.7386451194074
2015-04-24,970.4229125976562,978.5777078231056,952.7119795403964,955.7286769292704,3625158,991.5504974365234,1007.6715319824219,44.2177626797421,-13.575570031481902,-8.194177752064531,991.5504974365234,1051.6724862920175,931.4285085810293
2015-04-27,973.2055053710938,980.912695556869,967.6781591882446,972.933048628728,2733052,990.1189910888672,1007.5726611328125,44.54076872274638,-12.964186983943932,-9.148179598440413,990.1189910888672,1050.5723221267247,929.6656600510097
2015-04-28,971.1821899414062,977.0209606224166,955.6510979427484,977.0209606224166,3088298,989.7667175292969,1007.9918957519532,38.71902275346665,-12.49884722902243,-9.818313124556816,989.7667175292969,1050.5927708735499,928.940664185044
2015-04-29,968.1845092773438,971.1817244506052,954.074153561378,966.8999613367948,2019620,989.2314819335937,1008.2051989746094,27.99827705941327,-12.230959015558597,-10.300842302757173,989.2314819335937,1050.6460933947997,927.8168704723878
2015-04-30,958.99853515625,969.2358647014784,944.751992718433,965.343351188621,3738054,987.2764892578125,1008.2172668457031,21.36003820688785,-12.614475199677827,-10.763568882141305,987.2764892578125,1049.9784626808168,924.5745158348082
2015-05-04,965.9462280273438,974.9963174310376,956.4679243379784,969.6246324559894,1890630,985.8673889160157,1007.7719592285156,25.929061051612763,-12.216964229431255,-11.054247951599296,985.8673889160157,1049.1846773820193,922.5501004500119
2015-05-05,980.076171875,987.3161871753542,973.1279999425974,973.5172511425744,3255070,985.3847076416016,1007.2507507324219,32.45365277235895,-10.63912433920359,-10.971223229120156,985.3847076416016,1048.725200568926,922.0442147142771
2015-05-06,958.7452392578124,978.9668211901034,955.9231679044811,978.9668211901034,3394406,983.7449676513672,1005.9070446777343,30.359934885700326,-10.983294271146178,-10.973637437525362,983.7449676513672,1048.1042943569348,919.3856409457995
2015-05-07,990.741943359375,994.0505796499376,955.1059652469607,959.4655611175252,3205028,982.9713439941406,1004.8498400878906,45.88771157844052,-8.575333699510566,-10.493976689922404,982.9713439941406,1046.5608095277412,919.38187846054
2015-05-08,983.7353515625,1007.3823681249382,979.4730688181508,996.4833316846376,3003664,980.7497131347657,1003.6953234863281,57.146749393386315,-7.149960703255829,-9.825173492589089,980.7497131347657,1040.6906165704677,920.8088096990637
2015-05-11,994.9261474609376,997.6703876487225,982.8593592875068,986.7518716015168,2573082,978.6370361328125,1002.6003576660156,68.20783014895547,-5.059021381491561,-8.871943070369584,978.6370361328125,1032.9144769217237,924.3595953439012
2015-05-12,982.042236328125,998.429756900609,978.188685805548,996.4835000645456,2467386,976.0903564453125,1001.1846569824219,62.59058448620181,-4.390944779518918,-7.975743412199451,976.0903564453125,1024.0440008612206,928.1367120294044
2015-05-13,979.12255859375,991.4229361361722,965.5182463799156,991.4229361361722,1863774,973.3636535644531,999.9639562988282,59.4975617402946,-4.050392448755133,-7.190673219510588,973.3636535644531,1013.0187292337419,933.7085778951644
2015-05-14,972.8363037109376,980.9132681210612,967.289472730491,980.9132681210612,1309050,970.8627105712891,998.7401452636718,55.61348651809261,-4.23888725207064,-6.600316026022599,970.8627105712891,1002.9654013679088,938.7600197746693
2015-05-15,977.4686279296876,985.7402202882796,973.5177641806512,978.9672838521944,1461454,969.4682434082031,997.5630480957032,52.584362232047944,-3.9687318212401124,-6.073999185066102,969.4682434082031,997.4159105110646,941.5205763053416
2015-05-18,981.0686645507812,982.9565708414192,971.999187819012,978.6164580711868,4507752,970.3547424316406,996.4030712890625,52.867007185432584,-3.424661461826986,-5.544131640418279,970.3547424316406,998.6068895177042,942.102595345577
2015-05-19,978.071533203125,984.805598396194,971.8629951761652,980.6794974019564,1957722,971.9876342773438,994.3532739257812,52.49422929806255,-3.1984554306260407,-5.074996398459832,971.9876342773438,997.8436708631416,946.131597691546
2015-05-20,995.3356323242188,1000.3374574078184,979.7071265555304,980.9138442974706,1897814,974.5178131103515,992.8823107910156,58.90948157073363,-1.6075857562858573,-4.381514270025037,974.5178131103515,999.0117042128118,950.0239220078913
2015-05-21,994.7316284179688,1004.2682846090236,991.8705935478328,995.3155053276251,1579578,976.6664916992188,991.785009765625,62.425435839272055,-0.3910404739676778,-3.583419510813566,976.6664916992188,1000.2774670798833,953.0555163185543
2015-05-22,1019.0203247070312,1023.2437367736562,988.4057664679054,992.5902154152444,2691632,979.7931121826172,991.5600109863282,66.46922770393016,2.5041094138589415,-2.3659137258790643,979.7931121826172,1008.2228162705484,951.363408094686
2015-05-25,1012.4429321289062,1026.4170199382288,1006.4873664629076,1019.8387090264262,982978,981.8941131591797,991.235380859375,60.53752616512552,4.219160095651887,-1.048898961572874,981.8941131591797,1013.4472574822606,950.3409688360988
2015-05-26,1015.4982299804688,1021.1034103452228,1007.7325909942314,1013.9995745542002,1961740,984.0087493896484,991.2532897949219,70.97256725112697,5.758506639681173,0.31258215867793515,984.0087493896484,1018.6297511949019,949.3877475843949
2015-05-27,1017.9893798828124,1024.9569395757203,1008.9392878907372,1015.1673081863588,1620690,986.3491088867188,991.2237048339844,62.87718128239325,7.097647580749253,1.6695952430921988,986.3491088867188,1023.5513509199479,949.1468668534897
2015-05-28,1015.7509155273438,1021.0058062572228,1005.1438212762918,1013.5710709895478,2763608,988.7274291992187,991.4350634765625,65.84470262429599,7.887380248890736,2.9131522442519064,988.7274291992187,1027.1034572512992,950.3514011471382
2015-05-29,1016.0626831054688,1030.9710268389204,1010.98293465551,1018.670647798044,4423532,991.5806365966797,991.8087475585937,61.72295451452618,8.441102342710678,4.018742263943661,991.5806365966797,1029.1264286492187,954.0348445441407
2015-06-01,1018.9624633789062,1030.3870256206114,1015.3035396284685,1015.7316589857932,882264,994.2314483642579,992.0738317871094,73.0273381141598,9.010056798795858,5.017005170914101,994.2314483642579,1031.6427226394335,956.8201740890822
2015-06-02,1012.014404296875,1023.7309062942816,1008.3554801351088,1018.2813881619168,3935820,995.8283599853515,992.3895141601563,69.53326055028057,8.798879003728416,5.773379937476964,995.8283599853515,1033.4216838283771,958.2350361423258
2015-06-03,1016.2963256835938,1022.018396632968,1008.355636047179,1013.6105293444716,1804684,998.7059143066406,992.5035595703125,76.43871282033388,8.874731964325747,6.393650342846721,998.7059143066406,1033.0145717622593,964.397256851022
2015-06-04,1014.25244140625,1020.9281570987556,1007.576820745784,1018.7094440679796,4131468,999.8814392089844,992.4622998046875,73.10492150707643,8.669979475839568,6.848916169445291,999.8814392089844,1034.6491840418412,965.1136943761277
2015-06-05,1011.9741821289062,1024.997783674079,1009.6758543665708,1018.3189939759344,2308534,1001.2933807373047,992.3272082519532,69.74038975843217,8.229016193780694,7.1249361743123725,1001.2933807373047,1035.5906818159424,966.996079658667
2015-06-08,1012.6027221679688,1017.533259655582,1006.3953572309806,1017.533259655582,1570320,1002.1772094726563,992.4059191894531,72.74442785457634,7.839894124699413,7.267927764389781,1002.1772094726563,1036.6939775423928,967.6604414029197
2015-06-09,1006.395263671875,1017.5331650610464,1002.2112370929456,1015.5688153215464,2578914,1003.3948608398438,992.4971118164062,58.526471914088305,6.950501009637264,7.204442413439278,1003.3948608398438,1036.6147214531995,970.1750002264881
2015-06-10,1021.7566528320312,1025.3907003332122,1007.2401255104194,1008.1044203275948,2763350,1005.5265655517578,993.3676916503906,66.97294620213381,7.399885014776146,7.243530933706651,1005.5265655517578,1037.6416001037976,973.411530999718
2015-06-11,1010.1862182617188,1026.5688710739462,1004.4699430226988,1023.62234733378,1847336,1007.3940612792969,993.9936315917969,43.39691675456298,6.744639696785725,7.1437526863224665,1007.3940612792969,1035.6125386101164,979.1755839484773
2015-06-12,984.4533081054688,1017.1203983903594,973.060082237982,1010.4219481368934,2571456,1007.743295288086,993.7207299804687,33.736289146508184,4.101641105305589,6.535330370119091,1007.743295288086,1034.5394026479446,980.9471879282273
2015-06-15,984.0608520507812,990.2092295398776,974.710526327332,984.2572870621332,2525176,1007.8929046630859,993.5193823242188,31.14959405769558,1.9528663286403116,5.6188375618233355,1007.8929046630859,1034.0886196168515,981.6971897093205
2015-06-16,986.8892211914062,989.7571907386384,979.9943350370036,982.1747822366702,1267396,1008.3337890625,993.4625708007812,31.42690720980606,0.4727233287542276,4.589614715209514,1008.3337890625,1032.645261259203,984.0223168657972
2015-06-17,987.5966186523438,993.6271155631488,982.8821786835192,990.425263450533,1975720,1007.9468383789062,993.3837023925781,32.87297905014243,-0.6358894614947985,3.5445138798686515,1007.9468383789062,1033.351189531949,982.5424872258633
2015-06-18,993.9803466796876,1000.3644815077816,985.3175476221608,988.067636471186,2165046,1007.9092742919922,993.1390209960938,37.49082895209073,-0.987970870916115,2.638016929711698,1007.9092742919922,1033.3979835282464,982.420565055738
2015-06-19,1001.6415405273438,1003.7826624441716,992.821629858441,995.9252639123192,1999610,1007.0403350830078,992.6084924316406,40.69027870179735,-0.6414098349412143,1.9821315767811158,1007.0403350830078,1032.1157197681391,981.9649503978766
2015-06-22,1018.1219482421876,1021.4613410880524,1000.639244519719,1000.639244519719,1102002,1007.3242858886719,992.2273376464843,52.97759469052256,0.9520982569347325,1.7761249128118393,1007.3242858886719,1032.7829516263496,981.865620150994
2015-06-23,1011.4824829101562,1024.604294014866,1008.575189250559,1021.4613360577654,898318,1007.1234985351563,991.797470703125,47.705856276709746,1.660079176995282,1.752915765648528,1007.1234985351563,1032.3732127374174,981.8737843328951
2015-06-24,1009.7935180664062,1016.707970722274,1005.2951769171666,1013.6043368941092,1170246,1006.7137054443359,991.3202087402344,47.86778796901807,2.0611145635583625,1.814555525230495,1006.7137054443359,1031.482345799454,981.9450650892179
2015-06-25,1001.8180541992188,1010.8540601782704,999.5197273557444,1006.5324921013328,1930992,1006.0170623779297,990.8994665527343,45.3943879499798,1.7156082523600844,1.794766070656413,1006.0170623779297,1030.4975437231096,981.5365810327498
2015-06-26,1018.6328735351562,1020.0275805587918,1001.896581082494,1001.896581082494,1290102,1006.1455718994141,991.1649645996093,52.384505996623005,2.766714442722673,1.989155745069665,1006.1455718994141,1030.873822286143,981.4173215126854
2015-06-29,1018.6725463867188,1023.0334415891956,999.225482116878,1010.4616020612176,1372756,1006.1310760498047,992.2716418457031,55.103767203403194,3.5618659652940323,2.3036977891145387,1006.1310760498047,1030.8280113984072,981.4341407012024
2015-06-30,1002.1914672851562,1017.0419689114648,997.889560998598,1015.5687067643212,1549952,1005.6399291992187,993.407197265625,41.9416096267493,2.8295269054713117,2.4088636123858933,1005.6399291992187,1030.2347120672255,981.0451463312121
2015-07-01,1018.7509155273438,1024.604638323345,1004.4700571446364,1007.2790383965404,1279708,1005.7626586914063,994.8875744628906,53.38832606203318,3.544493292104221,2.635989548329559,1005.7626586914063,1030.604596116655,980.9207212661574
2015-07-02,1012.7202758789062,1022.620577111732,1010.0880670149138,1021.4616302143947,1445880,1005.6860504150391,996.1068188476562,63.24809942925663,3.583182388968453,2.825428116457338,1005.6860504150391,1030.4269964943087,980.9451043357695
2015-07-03,1022.9938354492188,1025.3903800676833,1009.6755849708604,1010.8738572800928,963470,1006.2370330810547,997.4369372558593,66.70023060151176,4.3922035856936645,3.138783210304603,1006.2370330810547,1032.0358116961088,980.4382544660007
2015-07-06,1034.54443359375,1039.140992714906,1013.7223267453984,1013.7223267453984,1182338,1007.3341186523437,998.7193676757812,69.01850398476535,5.897413736131057,3.6905093154698942,1007.3341186523437,1035.9815421127014,978.686695191986
2015-07-07,1027.84619140625,1039.887619171562,1022.6406636332418,1034.3285467462226,1642836,1008.4066650390625,999.8121813964843,65.3299839551581,6.47516973378265,4.247441399132446,1008.4066650390625,1038.4769763349848,978.3363537431403
2015-07-08,1019.5365600585938,1029.9868402523618,1013.8006220289136,1020.6561815532,2667850,1008.2956604003906,1000.7792687988281,59.592943734904765,6.1911598838814825,4.636185096082253,1008.2956604003906,1038.1742503420621,978.417070458719
2015-07-09,991.0140991210938,1020.7739873305776,984.787074245062,1019.497160443702,3934122,1007.3370544433594,1001.2358605957031,46.55097552008723,3.6227944864219808,4.433506974150198,1007.3370544433594,1038.1750617306532,976.4990471560657
2015-07-10,972.0975341796876,1005.353928016136,964.495464353112,1005.353928016136,8263654,1006.7192657470703,1001.4978405761718,35.29577170366592,0.060243259622893675,3.5588542312447378,1006.7192657470703,1039.8940579476955,973.544473546445
2015-07-13,985.926513671875,989.4820048619551,972.5099512564548,972.5099512564548,2280308,1006.812548828125,1001.8974462890625,42.1937962615296,-1.6284494316220162,2.521393498671387,1006.812548828125,1039.7285608374762,973.8965368187739
2015-07-14,981.978515625,988.0680003188136,978.2462508126624,986.4965203978296,1703274,1006.5670135498046,1001.9354931640624,41.61942042236762,-3.247881447799614,1.3675385093771868,1006.5670135498046,1040.174774999567,972.9592521000421
2015-07-15,1000.1485595703124,1001.7985939864242,982.1747614360332,982.5676313406076,2003660,1007.1946105957031,1002.7635595703125,49.526098784485704,-3.030192126400493,0.48799238222165087,1007.1946105957031,1039.7635038877793,974.6257173036271
2015-07-16,997.9678344726562,1005.2949137016057,992.6248628078184,999.3428787557028,1456608,1007.3939849853516,1002.9080773925781,43.602537096955814,-2.9990666872097336,-0.20941943166462607,1007.3939849853516,1039.6697783348843,975.1181916358188
2015-07-17,1007.4754638671876,1009.7148988754894,999.185967096908,1000.561011652288,1070526,1007.6856811523437,1003.3828796386719,46.725570334027445,-2.1820598907048634,-0.6039475234726736,1007.6856811523437,1039.847825494026,975.5235368106613
2015-07-20,1015.447998046875,1017.318140602893,1004.7192854886666,1009.483266027388,853786,1007.5519836425781,1003.7933166503906,54.07970943986104,-0.8811024387593989,-0.6593785065300186,1007.5519836425781,1039.5532900416692,975.5506772434868
2015-07-21,1008.4599609375,1023.7952127298536,1005.979637274156,1014.208229256958,1274500,1007.4008575439453,1004.3216711425781,46.63469157610051,-0.40924298013385396,-0.6093514012507857,1007.4008575439453,1039.3525183022068,975.4491967856839
2015-07-22,995.3294677734376,1011.452049335517,992.5734676390084,1008.3023348961692,1320628,1006.6776550292968,1004.6458093261718,44.56528746673057,-1.0823355315617391,-0.7039482273129765,1006.6776550292968,1039.0532441402117,974.3020659183819
2015-07-23,979.797607421875,999.18803990276,977.5927685286796,991.1759141244264,1496780,1005.5766326904297,1004.7850354003906,36.93049549205164,-2.836361740565053,-1.1304309299633917,1005.5766326904297,1040.0761380847794,971.0771272960801
2015-07-24,986.3131103515624,990.7818050638656,981.175216831192,983.3012351070948,1574972,1003.96064453125,1004.9619250488281,34.94847348018472,-3.658520368720133,-1.63604881771474,1003.96064453125,1038.9099759982464,969.0113130642535
2015-07-27,983.1245727539062,986.254583044622,976.8644560507944,979.5614381696683,2003738,1002.1832458496094,1005.0030432128906,35.731180622172104,-4.515325479837202,-2.2119041501392327,1002.1832458496094,1037.5949115364037,966.771580162815
2015-07-28,985.093017578125,991.7664566468296,981.1951878047652,984.0890267521838,1891188,1001.3283233642578,1005.1434729003906,38.54705541635424,-4.978127897386344,-2.765148899588655,1001.3283233642578,1037.5553612533913,965.1012854751243
2015-07-29,986.9434204101562,990.211268651904,977.7895620180008,988.6167063528084,2413318,999.7379486083985,1004.9756286621093,48.3545866507719,-5.136381099493406,-3.2393953395696053,999.7379486083985,1035.534698477286,963.941198739511
2015-07-30,976.6674194335938,990.9002502114002,973.5768195997382,990.604964462338,2770574,997.9353057861329,1004.6143444824219,51.98591902697841,-6.0215723630980165,-3.795830744275288,997.9353057861329,1034.5999388316977,961.270672740568
2015-07-31,988.5180053710938,991.7661477764752,979.1672923859048,980.3090252070198,1963776,996.2115142822265,1004.0042980957031,51.145878706718854,-5.701130487852652,-4.176890692990761,996.2115142822265,1031.1150784132815,961.3079501511716
2015-08-03,988.065673828125,994.1288369991718,984.6402817300336,985.6245677072604,1179324,993.8875762939454,1003.5167529296875,52.77741574347921,-5.421185318505877,-4.425749618093785,993.8875762939454,1023.8898832448344,963.8852693430563
2015-08-04,987.7899169921876,993.3413279035744,978.7738966184248,988.3804885307746,2342692,991.8847625732421,1002.9625866699218,43.26055264506776,-5.162072864266065,-4.573014267328241,991.8847625732421,1017.3465033617101,966.4230217847742
2015-08-05,1002.8494873046876,1003.9716116722832,988.61675172906,992.1601809467268,988994,991.0504089355469,1002.6597888183594,52.33420711787108,-3.6989042456821153,-4.398192262999016,991.0504089355469,1013.6270924051502,968.4737254659436
2015-08-06,1013.1449584960938,1016.9639677219782,1004.0108065817668,1009.877110804055,2211366,992.1569519042969,1002.6076696777344,52.69064881571359,-1.689103161771186,-3.8563744427534505,992.1569519042969,1016.8008817786992,967.5130220298945
2015-08-07,1004.7783813476562,1013.026674925384,1002.7901053381086,1013.026674925384,1188506,993.7909942626953,1002.3819836425781,44.95524359041693,-0.7626429037475191,-3.2376281349522644,993.7909942626953,1017.1342179228194,970.4477706025713
2015-08-10,1012.6727905273438,1019.3265250696658,1006.5702176657834,1012.6333806408576,1431182,995.1283081054687,1002.2561901855469,51.9749623880727,0.6016607988244687,-2.469770348196918,995.1283081054687,1019.6112041349575,970.64541207598
2015-08-11,1025.31103515625,1027.5945979315452,1000.8614282577838,1014.995736960737,2200306,997.2949340820312,1002.5221228027344,64.12044250097448,2.671882236492138,-1.4414398312591068,997.2949340820312,1024.4064097954333,970.183458368629
2015-08-12,1051.886474609375,1059.6426270841584,1024.44460716222,1024.8777313402743,3479784,999.8818298339844,1003.23392578125,80.75272714396124,6.38337987495413,0.12352410998354069,999.8818298339844,1036.3860619578995,963.3775977100693
2015-08-13,1037.673583984375,1056.7293201615723,1006.3338831344928,1051.2173192367354,1406426,1001.8671173095703,1003.7023486328125,70.55987036988182,8.084711480587202,1.7157615841042733,1001.8671173095703,1042.0649990300114,961.6692355891291
2015-08-14,1064.2884521484375,1070.6469956207302,1038.2639951877582,1038.6182996009777,2293964,1004.7077667236329,1004.7486340332031,77.35904256960694,11.448653515403521,3.662339970364123,1004.7077667236329,1053.652342812433,955.7631906348328
2015-08-17,1057.024658203125,1061.7689356009755,1045.311655658552,1059.131068537961,773644,1006.7865997314453,1005.6370727539063,73.41123251598921,13.374303700714336,5.604732716434166,1006.7865997314453,1060.9097310683796,952.663468394511
2015-08-18,1079.1318359375,1082.675265785169,1059.0918100254696,1065.745545401862,1916926,1010.3201934814454,1007.0918041992187,76.50873091062135,16.494125816726182,7.782611336492569,1010.3201934814454,1073.3916579781067,947.2487289847841
2015-08-19,1076.2574462890625,1083.8364465454745,1071.650912093036,1082.7143223445646,1690070,1014.3665924072266,1008.1818200683593,79.91023719100045,18.521167607267785,9.930322590647613,1014.3665924072266,1083.4829372264574,945.2502475879958
2015-08-20,1057.8515625,1080.746016160521,1052.0048652753785,1080.746016160521,2349298,1018.2692901611329,1009.135126953125,70.03433820041025,18.429962695233826,11.630250611564856,1018.2692901611329,1087.9790421504333,948.5595381718324
2015-08-21,1053.6387939453125,1074.800943765456,1045.351182401468,1067.7534941810025,3536080,1021.6355743408203,1010.5188366699218,68.54472379434701,17.812416481212495,12.866683785494384,1021.6355743408203,1091.3501083805602,951.9210403010804
